name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan 64 GB,184.99,"5,6000","2,32",2.89,Red,12.667,38
TEAMGROUP T-Force Delta RGB 32 GB,159.99,"5,7600","2,16",5,White / Silver,9.474,36
Kingston FURY Beast RGB 64 GB,224.99,"5,5600","2,32",3.515,Black,14.286,40
Crucial CT32G48C40U5 32 GB,89.75,"5,4800","1,32",2.805,Black,16.667,40
Corsair Dominator Platinum RGB 64 GB,219.99,"4,3600","2,32",3.437,Black,10,18
Kingston FURY Beast 8 GB,38.21,"5,4800","1,8",4.776,Black,15.833,38
Kingston ValueRAM 16 GB,39.48,"4,3200","1,16",2.467,,13.75,22
TEAMGROUP T-Force Vulcan 32 GB,87.99,"5,5600","2,16",2.75,Red,12.857,36
Kingston FURY Beast RGB 32 GB,129.99,"5,5200","2,16",4.062,Black,13.846,36
ADATA AD4U266638G19-S 8 GB,,"4,2666","1,8",,Green / Black,14.254,19
Corsair Vengeance RGB 48 GB,184.99,"5,7000","2,24",3.854,Black,10.286,36
TEAMGROUP Elite Plus 64 GB,,"5,4800","2,32",,Black,16.667,40
TEAMGROUP Elite 16 GB,,"5,5200","2,8",,Black,16.154,42
OLOy Blade RGB 32 GB,,"5,6000","2,16",,Black,10.667,32
Crucial CT102464BD160B 8 GB,17.98,"3,1600","1,8",2.248,Black / Green,13.75,11
ADATA XPG GAMMIX D10 16 GB,,"4,3000","2,8",,Black / White,10.667,16
G.Skill Trident Z5 RGB 32 GB,112.99,"5,6000","2,16",3.531,Black,12,36
ADATA XPG LANCER RGB 32 GB,177.99,"5,6000","2,16",5.562,Black,13.333,40
G.Skill Value 8 GB,,"4,2400","2,4",,Black,14.167,17
Patriot Signature Line 16 GB,29.99,"4,3200","1,16",1.874,,13.75,22
G.Skill Trident Z5 Neo RGB 96 GB,289.99,"5,5600","2,48",3.021,Black,14.286,40
G.Skill Ripjaws S5 32 GB,103.99,"5,6000","2,16",3.25,White,10.667,32
Patriot Viper Elite II 16 GB,31.99,"4,3600","1,16",1.999,Red / Black,11.111,20
Patriot Viper Elite 5 RGB 96 GB,299.99,"5,6000","2,48",3.125,White,14,42
Corsair Vengeance LPX 8 GB,24.89,"4,3600","1,8",3.111,Black,10,18
Kingston FURY Beast 16 GB,68.03,"5,5600","1,16",4.252,Black,12.857,36
Corsair Dominator Titanium 32 GB,189.99,"5,6400","2,16",5.937,Black,10,32
G.Skill Ripjaws S5 32 GB,99.99,"5,5600","2,16",3.125,White,10.714,30
G.Skill TridentZ RGB 32 GB,199.99,"4,3600","2,16",6.25,Black,7.778,14
TEAMGROUP T-Force Vulcan Z 16 GB,40.78,"4,3200","1,16",2.549,Gray,10,16
Corsair Vengeance LPX 16 GB,44.99,"4,3000","2,8",2.812,White,10.667,16
TEAMGROUP T-Force Vulcan 32 GB,84.99,"5,5200","2,16",2.656,Red,15.385,40
Corsair Vengeance RGB RT 32 GB,124.99,"4,3200","4,8",3.906,Black,10,16
Corsair Vengeance LPX 16 GB,52.32,"4,2933","2,8",3.27,Black / Yellow,10.91,16
PNY XLR8 Gaming MAKO 32 GB,199.99,"5,5600","2,16",6.25,Black / Silver,12.857,36
Corsair Vengeance RGB 32 GB,149.99,"5,6800","2,16",4.687,Black,11.765,40
Patriot Viper Venom 64 GB,167.99,"5,5600","2,32",2.625,Black / White,12.857,36
Mushkin Silverline 8 GB,139.55,"2,800","2,4",17.444,Gray / Silver,15,6
Corsair CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2C3000C16W 16 GB,,"4,3000","2,8",,White / Black,10.667,16
Corsair Dominator Titanium 48 GB,249.99,"5,6000","2,24",5.208,White,10,30
Kingston HyperX Fury RGB 16 GB,,"4,3600","2,8",,Black / Silver,9.444,17
Kingston Server Premier 32 GB,299,"4,2933","1,32",9.344,,14.32,21
Crucial CT4G4DFS824A 4 GB,12.99,"4,2400","1,4",3.248,Black / Green,14.167,17
Crucial Ballistix Sport LT 8 GB,,"4,2400","1,8",,Silver,13.333,16
ADATA XPG LANCER RGB 32 GB,110.98,"5,6400","2,16",3.468,Black,10,32
Corsair Dominator Platinum RGB 32 GB,165.99,"5,6000","2,16",5.187,Black,12,36
TEAMGROUP Elite 32 GB,,"5,6000","2,16",,Black,16,48
Corsair Vengeance LPX 8 GB,24.99,"4,2666","1,8",3.124,Black / Yellow,12.003,16
Corsair Dominator Platinum RGB 32 GB,179.99,"4,3600","4,8",5.625,Black,10,18
G.Skill Trident Z5 Neo 32 GB,109.99,"5,6000","2,16",3.437,Black,10.667,32
Lexar Ares RGB 32 GB,139.99,"5,7200","2,16",4.375,Black / Silver,9.444,34
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5600","2,16",3.437,Black,10.714,30
Corsair Vengeance 48 GB,186.72,"5,7000","2,24",3.89,Black,11.429,40
G.Skill Trident Z Neo 32 GB,149.99,"4,3600","2,16",4.687,Black / Silver,8.889,16
Corsair Vengeance LPX 16 GB,44.99,"4,2400","2,8",2.812,Black / Yellow,11.667,14
OLOy Blade 32 GB,,"5,6000","2,16",,Black,10.667,32
Corsair Vengeance LPX 32 GB,95.99,"4,3600","4,8",3,Black / Yellow,8.889,16
G.Skill Trident Z5 64 GB,245.61,"5,6000","2,32",3.838,Black,10,30
Mushkin Redline 32 GB,,"5,5600","2,16",,Black,12.857,36
Kingston FURY Beast RGB 8 GB,46.64,"5,5600","1,8",5.83,Black,14.286,40
GOODRAM IRDM PRO 32 GB,88.64,"4,3600","2,16",2.77,Black,10,18
TEAMGROUP T-Force Dark Za 16 GB,,"4,3600","2,8",,Black / Silver,10,18
TEAMGROUP T-Create Expert 48 GB,199.99,"5,7200","2,24",4.166,White,9.444,34
Corsair Vengeance RGB Pro 128 GB,314.99,"4,3200","4,32",2.461,Black,10,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,47.99,"4,3600","2,8",2.999,White,10,18
Silicon Power XPOWER Turbine RGB 16 GB,47.97,"4,3200","2,8",2.998,Silver / Black,10,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,74.98,"4,3200","2,16",2.343,Black / Gold,10,16
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black / Silver,10.718,10
Crucial Ballistix Sport LT 16 GB,,"4,2666","2,8",,Red,12.003,16
Netac Shadow II 32 GB,,"4,3200","2,16",,Black,10,16
ADATA XPG Z1 16 GB,,"4,3000","2,8",,Silver / Black,10.667,16
Klevv CRAS X RGB 32 GB,69.98,"4,3200","2,16",2.187,Black,10,16
Silicon Power XPOWER Zenith Gaming 32 GB,,"4,3200","2,16",,Black,10,16
Patriot Viper Venom RGB 32 GB,104.99,"5,6000","2,16",3.281,Black / White,12,36
Corsair Vengeance RGB Pro 16 GB,99.99,"4,4000","2,8",6.249,Black,9,18
Crucial CT8G4DFS8266 8 GB,20.99,"4,2666","1,8",2.624,Green / Black,14.254,19
GOODRAM IRDM PRO 16 GB,60.2,"4,3600","2,8",3.763,Black,10,18
Patriot Viper 4 Blackout 32 GB,66.98,"4,3200","2,16",2.093,Black,10,16
Corsair Vengeance RGB 96 GB,365.99,"5,6400","2,48",3.812,Black / Silver,10,32
Kingston KTH-PL426LQ/64G 64 GB,621,"4,2666","1,64",9.703,Green / Black,14.254,19
G.Skill Trident Z Royal 64 GB,199.99,"4,4000","2,32",3.125,Silver,9,18
TEAMGROUP Elite 32 GB,56.99,"4,2666","2,16",1.781,Black,14.254,19
Kingston KVR1333D3N9/4G 4 GB,21.22,"3,1333","1,4",5.305,Green,13.503,9
TEAMGROUP Elite 32 GB,57.99,"4,3200","1,32",1.812,Black,13.75,22
Silicon Power GAMING 16 GB,37.99,"4,3600","2,8",2.374,Gray / Silver,10,18
TEAMGROUP T-Create Expert 32 GB,,"5,6400","2,16",,White,12.5,40
Kingston FURY Beast 16 GB,62.6,"5,4800","1,16",3.913,Black / Silver,15.833,38
Gigabyte AORUS 32 GB,,"5,5200","2,16",,Black,15.385,40
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,5200","2,8",,White,14.615,38
TEAMGROUP T-Create Expert 32 GB,94.99,"5,6400","2,16",2.968,Black,12.5,40
Crucial CT2K32G4DFD832A 64 GB,135.99,"4,3200","2,32",2.125,Green / Black,13.75,22
Kingston FURY Renegade 16 GB,60.09,"4,3200","2,8",3.756,Black,10,16
Kingston FURY Beast 16 GB,65.98,"5,6000","1,16",4.124,Black / Silver,13.333,40
ADATA XPG SPECTRIX D50 32 GB,,"4,3600","2,16",,Black,10,18
ADATA XPG GAMMIX D10 8 GB,,"4,3000","1,8",,Black / White,10.667,16
G.Skill Ripjaws S5 48 GB,166.99,"5,6800","2,24",3.479,Black,10,34
Patriot Viper 4 Blackout 32 GB,69.99,"4,3600","2,16",2.187,Black,10,18
Klevv CRAS X RGB 16 GB,49.99,"4,3200","2,8",3.124,Black,10,16
Corsair Vengeance RGB 32 GB,157.99,"5,7000","2,16",4.937,Black,10.286,36
Corsair Vengeance RGB RT 32 GB,97.99,"4,3600","2,16",3.062,White / Black,10,18
SK Hynix HMT351U7BFR8A-H9 4 GB,,"3,1333","1,4",,Blue / Black,13.503,9
Kingston HyperX Fury 16 GB,,"4,3466","2,8",,White,10.964,19
ADATA XPG GAMMIX D20 32 GB,131.97,"4,3200","2,16",4.124,Black / Silver,10,16
Kingston FURY Beast RGB 32 GB,131.25,"5,4800","2,16",4.102,Black,15.833,38
Corsair Vengeance RGB 64 GB,187.99,"5,5200","2,32",2.937,Gray,15.385,40
Kingston FURY Beast 8 GB,29,"4,3600","1,8",3.625,Black,9.444,17
Corsair Vengeance 32 GB,114.99,"5,6600","2,16",3.593,Black / Silver,11.515,38
Patriot Viper 4 Blackout 16 GB,199.29,"4,4000","2,8",12.456,Black,9.5,19
Kingston FURY Beast RGB 32 GB,134.99,"5,5600","2,16",4.218,Black,14.286,40
Corsair Vengeance RGB Pro 32 GB,94.99,"4,2666","2,16",2.968,White,12.003,16
Kingston FURY Beast 64 GB,159.6,"4,3200","4,16",2.494,Black,10,16
Kingston FURY Beast 32 GB,140.05,"5,5600","2,16",4.377,Black,14.286,40
G.Skill Trident Z RGB 96 GB,339.99,"5,6400","2,48",3.542,Silver / Black,10,32
Corsair Vengeance 32 GB,124.99,"5,6200","2,16",3.906,Black,11.613,36
G.Skill Trident Z Royal 32 GB,102.99,"4,3200","2,16",3.218,Silver,10,16
G.Skill Ripjaws V 128 GB,269.99,"4,3200","4,32",2.109,Black,10,16
G.Skill Trident Z5 RGB 48 GB,259.99,"5,8000","2,24",5.416,Silver / Black,10,40
G.Skill Trident Z5 RGB 32 GB,113.99,"5,5600","2,16",3.562,Black,12.857,36
Timetec PINNACLE Konduit 8 GB,22.99,"4,3600","1,8",2.874,White,10,18
Crucial Ballistix 16 GB,,"4,3000","2,8",,Black,10,15
TEAMGROUP T-Force Xtreem ARGB 32 GB,169.99,"4,3600","2,16",5.312,White,7.778,14
Corsair Vengeance LPX 16 GB,39.99,"4,2666","1,16",2.499,Black / Yellow,12.003,16
Corsair Vengeance LPX 16 GB,,"4,3600","2,8",,Black / Yellow,10,18
Corsair Dominator Platinum RGB 16 GB,89.99,"4,3600","2,8",5.624,White,10,18
Patriot Viper 4 Blackout 16 GB,39.99,"4,3600","2,8",2.499,Black,10,18
G.Skill Trident Z5 RGB 32 GB,,"5,6400","2,16",,White / Black,10,32
Kingston FURY Renegade 16 GB,293,"4,4800","2,8",18.312,Black,7.917,19
Kingston ValueRAM 16 GB,37.99,"4,2666","1,16",2.374,Green,14.254,19
TEAMGROUP Elite 64 GB,104.99,"4,3200","2,32",1.64,Black,13.75,22
Corsair Vengeance LPX 64 GB,149.99,"4,2400","4,16",2.344,Black / Yellow,11.667,14
TEAMGROUP T-Force Delta RGB 32 GB,84.99,"4,4000","2,16",2.656,Black,9,18
Corsair ValueSelect 8 GB,24.99,"4,2666","1,8",3.124,Black / Yellow,13.503,18
G.Skill Trident Z5 RGB 48 GB,169.99,"5,6800","2,24",3.541,Black,10,34
TEAMGROUP T-Force Delta RGB 32 GB,139.99,"5,7000","2,16",4.375,Black / Silver,9.714,34
G.Skill Flare X5 32 GB,99.99,"5,5200","2,16",3.125,Black / White,13.846,36
TEAMGROUP T-Force Xtreem ARGB 64 GB,149.99,"4,3600","2,32",2.344,White,10,18
Patriot Viper Elite II 8 GB,18.98,"4,2666","1,8",2.373,Red / Black,12.003,16
Kingston KVR21R15D4K4/64 64 GB,99.01,"4,2133","4,16",1.547,Black / Green,14.065,15
Kingston FURY 64 GB,280.49,"5,5600","4,16",4.383,White,14.286,40
SK Hynix HMAA2GU6CJR8N-XN 16 GB,,"4,3200","1,16",,Green,13.75,22
Kingston FURY Beast RGB 16 GB,,"4,3200","2,8",,Black / Silver,10,16
ADATA XPG LANCER RGB 32 GB,124.99,"5,6000","2,16",3.906,Black,10,30
G.Skill Trident Z RGB 16 GB,56.99,"4,3600","2,8",3.562,Black,10,18
G.Skill Trident Z 32 GB,1200.4,"4,3200","2,16",37.513,Silver / White,8.75,14
Corsair Vengeance RGB Pro 16 GB,74.98,"4,3600","2,8",4.686,Black,8.889,16
Kingston Fury Renegade RGB 32 GB,227.98,"5,7200","2,16",7.124,Silver / Black,10.556,38
G.Skill Ripjaws X 16 GB,,"3,1600","4,4",,Black / Red,11.25,9
ADATA XPG GAMMIX D45 16 GB,,"4,3600","2,8",,White,10,18
Corsair Vengeance 32 GB,104.99,"5,6000","2,16",3.281,White / Gray,12,36
G.Skill Trident Z5 RGB 32 GB,117.99,"5,5600","2,16",3.687,White / Black,10,28
ADATA XPG LANCER RGB 64 GB,255.98,"5,6400","2,32",4,Black,10,32
Corsair Vengeance RGB Pro 16 GB,59.99,"4,2666","2,8",3.749,Black,12.003,16
Corsair Dominator Platinum RGB 64 GB,249.99,"4,3600","4,16",3.906,Black,10,18
Corsair Vengeance RGB 64 GB,194.99,"5,5600","2,32",3.047,White / Gray,14.286,40
GeIL EVO V RGB 48 GB,,"5,6800","1,48",,Black,10.588,36
Patriot Viper Venom 64 GB,174.99,"5,6000","2,32",2.734,Black / White,12,36
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3200","2,16",,Black,10,16
Patriot Signature Premium 8 GB,19.48,"4,2666","1,8",2.435,Black,14.254,19
G.Skill Ripjaws V 16 GB,42.99,"4,3200","2,8",2.687,Black,10,16
Corsair Dominator Platinum RGB 64 GB,359.99,"5,6400","4,16",5.625,Black,10,32
G.Skill TridentZ RGB 32 GB,215.31,"4,4000","2,16",6.728,Black,8,16
TEAMGROUP T-Force Delta RGB 32 GB,110.99,"5,6600","2,16",3.468,White,10.303,34
G.Skill Trident Z Royal 128 GB,,"4,3600","8,16",,Silver,7.778,14
Kingston HyperX Fury 8 GB,,"4,2400","1,8",,Black / White,12.5,15
G.Skill Ripjaws V 32 GB,184.99,"4,3600","2,16",5.781,Black,7.778,14
Corsair Vengeance RGB 48 GB,161.81,"5,6000","2,24",3.371,Black / Silver,12,36
Patriot Viper Elite II 32 GB,59.99,"4,3600","1,32",1.875,Red / Black,11.111,20
G.Skill Trident Z5 RGB 96 GB,289.99,"5,5600","2,48",3.021,Black,14.286,40
Kingston FURY Renegade 32 GB,164.99,"5,6400","2,16",5.156,White / Silver,10,32
Mushkin Redline Lumina 16 GB,68.45,"4,3600","2,8",4.278,White,7.778,14
GeIL Orion RGB AMD Edition 16 GB,,"4,3600","2,8",,Red,10,18
Patriot Viper Elite 5 RGB 32 GB,92.99,"5,6000","1,32",2.906,White,14,42
G.Skill Ripjaws S5 96 GB,389.99,"5,6800","2,48",4.062,Black,10,34
Corsair Dominator Platinum RGB 64 GB,245.99,"5,5600","2,32",3.844,Black,14.286,40
Kingston FURY Beast 64 GB,219.99,"5,6000","2,32",3.437,Black,13.333,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,47.97,"4,3200","2,8",2.998,Black,10,16
G.Skill Ripjaws X 16 GB,60.53,"3,2400","2,8",3.783,Black / Blue,9.167,11
Corsair Vengeance RGB Pro SL 32 GB,129.99,"4,3600","4,8",4.062,Black,10,18
G.Skill Ripjaws V 16 GB,72.99,"4,3200","2,8",4.562,Black,8.75,14
G.Skill Ripjaws S5 32 GB,103.99,"5,6000","2,16",3.25,Black,10.667,32
Corsair CMV4GX4M1A2133C15 4 GB,14.99,"4,2133","1,4",3.748,Black,14.065,15
GeIL Orion AMD Edition 16 GB,,"4,3600","2,8",,Red,10,18
Patriot Viper Steel 16 GB,54.99,"4,4000","2,8",3.437,Silver / Black,9.5,19
G.Skill Aegis 32 GB,62.99,"4,2400","2,16",1.968,Red / Black,14.167,17
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,6000","2,16",,White,13.333,40
Kingston ValueRAM 8 GB,25.44,"4,3200","1,8",3.18,,13.75,22
TEAMGROUP T-Force Vulcan 32 GB,,"5,6000","2,16",,Black,9.333,28
G.Skill Trident Z5 RGB 48 GB,229.99,"5,7600","2,24",4.791,White / Black,10,38
Corsair Vengeance RGB 32 GB,119.99,"5,6600","2,16",3.75,Black,11.515,38
ADATA XPG CASTER RGB 32 GB,106.42,"5,6000","2,16",3.326,Black / Silver,13.333,40
Corsair Vengeance LPX 16 GB,79.98,"4,4000","2,8",4.999,Black / Yellow,9.5,19
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Red / Silver,10.718,10
SK Hynix HMT41GU6MFR8C-PB 8 GB,,"3,1600","1,8",,Blue,13.75,11
GeIL ORION V RGB 32 GB,92.99,"5,6000","2,16",2.906,Black,12.667,38
Kingston FURY 32 GB,138.19,"5,5600","2,16",4.318,White,14.286,40
TEAMGROUP T-Force Vulcan 64 GB,159.99,"5,5200","2,32",2.5,Red,15.385,40
Corsair Vengeance RGB 32 GB,124.99,"5,6200","2,16",3.906,Black,11.613,36
Timetec PINNACLE Konduit 32 GB,67.55,"4,3200","2,16",2.111,White,10,16
Patriot Viper Steel 16 GB,35.99,"4,3200","1,16",2.249,Silver / Black,10,16
G.Skill Aegis 16 GB,29.99,"4,2400","1,16",1.874,Black / Red,14.167,17
Patriot Signature Line 32 GB,82.99,"5,4800","2,16",2.593,Black,16.667,40
Corsair Vengeance RGB 32 GB,114.99,"5,5600","2,16",3.593,White / Gray,14.286,40
PNY XLR8 Gaming EPIC-X RGB 32 GB,74.98,"4,3200","2,16",2.343,Black,10,16
G.Skill Ripjaws V 128 GB,514.66,"4,4000","4,32",4.021,Black,9,18
ADATA XPG LANCER RGB 32 GB,160.99,"5,7200","2,16",5.031,Black,9.444,34
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
G.Skill Trident Z RGB 32 GB,,"4,4000","2,16",,Black,7,14
G.Skill Ripjaws V 64 GB,114.99,"4,2666","2,32",1.797,Black,13.503,18
G.Skill Ripjaws V 16 GB,42.99,"4,3600","2,8",2.687,Red / Black,10.556,19
Corsair Vengeance LPX 32 GB,89.99,"4,2666","4,8",2.812,Black / Yellow,12.003,16
Patriot Signature Premium 8 GB,18.98,"4,2400","1,8",2.373,Black,14.167,17
Silicon Power XPOWER Zenith RGB Gaming 64 GB,204.99,"5,6000","2,32",3.203,Black,10,30
G.Skill Trident Z 32 GB,114.99,"5,6000","2,16",3.593,Black,10,30
GeIL Orion AMD Edition 32 GB,63.99,"4,3200","2,16",2,Gray,10,16
Silicon Power XPOWER Zenith Gaming 64 GB,199.99,"5,6000","2,32",3.125,White,10,30
G.Skill Trident Z Neo 64 GB,149.99,"4,3200","2,32",2.344,Black / Silver,10,16
G.Skill Ripjaws S5 32 GB,97.99,"5,5200","2,16",3.062,White,13.846,36
Kingston FURY Beast 64 GB,209.99,"5,5200","2,32",3.281,Black,15.385,40
G.Skill Ripjaws V 16 GB,37.99,"4,2400","2,8",2.374,Red,14.167,17
Kingston FURY Beast 16 GB,42.77,"4,3200","1,16",2.673,Black,10,16
G.Skill Ripjaws V 16 GB,43.99,"4,2666","2,8",2.749,Black / Red,11.253,15
G.Skill Flare X 16 GB,42.99,"4,3200","2,8",2.687,Black,10,16
Corsair Vengeance RGB Pro 256 GB,831.05,"4,3200","8,32",3.246,White,10,16
TEAMGROUP T-Force Vulcan Z 32 GB,64.98,"4,4000","2,16",2.031,Red,9,18
Corsair Vengeance 64 GB,,"5,5600","2,32",,Black,12.857,36
Patriot Viper Elite 5 RGB 64 GB,199.99,"5,6200","2,32",3.125,White,13.548,42
G.Skill Flare X5 64 GB,177.99,"5,5200","2,32",2.781,Black / White,13.846,36
Kingston Fury Beast RGB Special Edition 32 GB,99.38,"4,3200","2,16",3.106,White,10,16
Kingston Fury Beast RGB Special Edition 16 GB,71.28,"4,3600","2,8",4.455,White,9.444,17
Corsair Vengeance LPX 64 GB,150.8,"4,2666","4,16",2.356,Black / Yellow,12.003,16
Kingston FURY Beast 32 GB,,"5,6000","2,16",,Black,13.333,40
ADATA XPG LANCER RGB 64 GB,394.79,"5,6400","2,32",6.169,White,10,32
PNY XLR8 Gaming EPIC-X RGB 16 GB,,"4,3200","2,8",,White,10,16
Patriot Viper Steel RGB 32 GB,66.98,"4,3600","1,32",2.093,Black,11.111,20
Crucial Classic 8 GB,35.98,"5,5200","1,8",4.497,Black,16.154,42
Patriot Signature Line 16 GB,29.99,"4,3200","1,16",1.874,,13.75,22
TEAMGROUP T-Force DELTAα RGB 32 GB,96.99,"5,5600","2,16",3.031,White,14.286,40
OLOy Blade RGB 32 GB,174.99,"5,7800","2,16",5.468,Black,9.231,36
Gigabyte AORUS RGB 16 GB,279,"4,3600","2,8",17.438,Black,10,18
Lexar THOR 8 GB,,"4,3200","1,8",,Black,10,16
Silicon Power SP016GBLFU320X22 16 GB,,"4,3200","2,8",,,13.75,22
G.Skill Trident Z RGB 64 GB,139.99,"4,3200","2,32",2.187,Black,10,16
Corsair Vengeance RGB RS 64 GB,154.99,"4,3600","2,32",2.422,Black,10,18
Corsair Vengeance RGB Pro 32 GB,144.99,"4,3600","4,8",4.531,Black,8.889,16
Patriot Signature Line 16 GB,27.99,"4,2400","1,16",1.749,Green / Black,14.167,17
Kingston FURY 16 GB,,"4,2400","2,8",,Black / Silver,12.5,15
Kingston HyperX Fury RGB 32 GB,,"4,3200","2,16",,Black,10,16
ADATA XPG LANCER RGB 32 GB,,"5,6400","2,16",,White,10,32
G.Skill Ripjaws S5 32 GB,114.99,"5,6600","2,16",3.593,Black,10.303,34
Corsair Vengeance RGB 96 GB,299.99,"5,5200","2,48",3.125,Black,14.615,38
OLOy Blade RGB 32 GB,97.99,"5,6400","2,16",3.062,Black,11.25,36
Kingston FURY Beast 32 GB,81.47,"4,2666","2,16",2.546,Black,12.003,16
Kingston FURY Beast 8 GB,40.29,"5,5200","1,8",5.036,Black,15.385,40
Kingston HyperX Fury 8 GB,,"4,2133","2,4",,Black / White,13.127,14
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6800","2,16",3.906,Silver / Black,10,34
Corsair Vengeance RGB 64 GB,249.99,"5,5600","4,16",3.906,Black / Gray,12.857,36
Patriot Viper Xtreme 5 RGB 32 GB,164.99,"5,7600","2,16",5.156,Black,9.474,36
Corsair Vengeance RGB RT 64 GB,159.99,"4,3200","2,32",2.5,White / Black,10,16
Timetec PINNACLE Konduit 16 GB,32.99,"4,3200","1,16",2.062,White,10,16
Kingston FURY Beast 16 GB,47.95,"4,3600","1,16",2.997,Black,10,18
Patriot Viper 4 16 GB,102.48,"4,3200","2,8",6.405,Red / Black,10,16
TEAMGROUP Elite 32 GB,78.98,"5,4800","2,16",2.468,Black,16.667,40
Patriot Viper Venom 64 GB,164.99,"5,5200","2,32",2.578,Black / White,15.385,40
TEAMGROUP Elite Plus 32 GB,76.98,"5,4800","1,32",2.406,Silver,16.667,40
Kingston FURY Beast 8 GB,26.81,"4,2666","1,8",3.351,Black,12.003,16
G.Skill Trident Z5 64 GB,199.99,"5,6000","2,32",3.125,Black / Silver,10.667,32
Patriot Viper Steel RGB 64 GB,121.99,"4,3600","2,32",1.906,Black,11.111,20
G.Skill Ripjaws S5 32 GB,99.99,"5,5600","2,16",3.125,Black,10.714,30
Crucial CT2K16G4RFD4213 32 GB,66.95,"4,2133","2,16",2.092,Green,14.065,15
Kingston FURY Beast RGB 8 GB,44.61,"5,4800","1,8",5.576,Black,15.833,38
TEAMGROUP T-Force Vulcan 32 GB,99.99,"5,6400","2,16",3.125,Black,12.5,40
Corsair Vengeance LPX 128 GB,631.43,"4,3000","8,16",4.933,Black / Yellow,10,15
G.Skill Ripjaws 64 GB,192.99,"5,5600","2,32",3.015,Black,14.286,40
Kingston Renegade Silver 16 GB,79.98,"5,6000","1,16",4.999,Silver / Black,10.667,32
G.Skill Aegis 16 GB,36.97,"4,2400","2,8",2.311,Black / Red,14.167,17
G.Skill Zeta R5 128 GB,999.99,"5,6400","8,16",7.812,Black / White,10,32
PNY XLR8 Gaming MAKO 16 GB,,"5,6000","1,16",,Black / Silver,12,36
Crucial Ballistix RGB 16 GB,,"4,3600","2,8",,White,8.889,16
TEAMGROUP T-Force Dark Za 32 GB,,"4,3600","2,16",,Black / Silver,10,18
G.Skill Trident Z5 RGB 32 GB,115.99,"5,6000","2,16",3.625,Black,10.667,32
Kingston Renegade Silver 32 GB,149.99,"5,6400","2,16",4.687,Silver / Black,10,32
Kingston FURY Beast 64 GB,154.99,"4,3600","2,32",2.422,Black / Silver,10,18
Corsair Vengeance LPX 32 GB,74.99,"4,2400","2,16",2.343,Black / Yellow,13.333,16
Kingston KVR13N9S6/2 2 GB,19.97,"3,1333","1,2",9.985,Black / Green,13.503,9
Kingston FURY Beast RGB 16 GB,73.13,"5,5600","1,16",4.571,Black,12.857,36
G.Skill Trident Z 32 GB,115.99,"5,6400","2,16",3.625,White / Black,10,32
Corsair Vengeance RGB Pro 16 GB,64.99,"4,3600","2,8",4.062,Black,10,18
Kingston Server Premier 32 GB,70.98,"4,2666","1,32",2.218,,14.254,19
Corsair Vengeance LPX 16 GB,39.99,"4,2400","1,16",2.499,Black,11.667,14
Patriot Viper Steel 8 GB,,"4,3000","1,8",,Silver / Black,10.667,16
TEAMGROUP T-Force Delta RGB 64 GB,139.99,"4,3600","2,32",2.187,Black,10,18
Corsair Vengeance RGB 32 GB,129.99,"5,5600","2,16",4.062,Black / Gray,12.857,36
Kingston Fury Renegade RGB 16 GB,77.99,"5,6000","1,16",4.874,Silver / Black,10.667,32
TEAMGROUP T-Force Dark Z 16 GB,89,"4,3600","2,8",5.562,Silver,10,18
Corsair Vengeance RGB 64 GB,294.99,"5,6200","4,16",4.609,Black / Gray,10.323,32
Patriot Viper Elite II 8 GB,21.99,"4,4000","1,8",2.749,Red / Black,10,20
Corsair Vengeance 8 GB,84.75,"3,1600","2,4",10.594,Black / Blue,11.25,9
Gloway LYSB01EHFW722-ELECTRNCS 8 GB,,"4,2400","1,8",,Black / White,13.333,16
G.Skill Ripjaws S5 64 GB,194.99,"5,6000","2,32",3.047,Black,10.667,32
Corsair Vengeance RGB Pro SL 16 GB,59.99,"4,3200","2,8",3.749,Black,10,16
Kingston Server Premier 16 GB,46.69,"4,2666","1,16",2.918,,14.254,19
Kingston FURY Beast 64 GB,214.84,"5,5600","2,32",3.357,Black,12.857,36
Corsair Dominator Platinum RGB 32 GB,159.99,"4,3200","4,8",5,White,10,16
Timetec PINNACLE Konduit 8 GB,22.99,"4,3200","1,8",2.874,White,10,16
G.Skill Trident Z Neo 128 GB,481.48,"4,3600","4,32",3.762,Black / Silver,8.889,16
Corsair Vengeance RGB Pro 256 GB,694.99,"4,3200","8,32",2.715,Black,10,16
